FunctionName;NumInstructions;NumAllocaInvocations;NumEscapingAllocaInvocations;NumDynamicallySizedAllocaInvocations;NumDynamicallySizedEscapingAllocaInvocations;TotalStaticallyAllocatedStackMemory;TotalStaticallyAllocatedEscapingStackMemory
caml_gc_get;98;2;2;0;0;72;72
caml_gc_set;131;0;0;0;0;0;0
caml_gc_minor;4;0;0;0;0;0;0
caml_gc_major;26;0;0;0;0;0;0
caml_gc_full_major;38;0;0;0;0;0;0
caml_gc_major_slice;12;0;0;0;0;0;0
caml_gc_compaction;21;0;0;0;0;0;0
caml_get_minor_free;10;0;0;0;0;0;0
caml_get_major_bucket;24;0;0;0;0;0;0
caml_get_major_credit;6;0;0;0;0;0;0
caml_init_gc;63;0;0;0;0;0;0
caml_runtime_variant;2;0;0;0;0;0;0
caml_runtime_parameters;20;0;0;0;0;0;0
caml_ml_enable_runtime_warnings;4;0;0;0;0;0;0
caml_ml_runtime_warnings_enabled;4;0;0;0;0;0;0
caml_md5_string;74;1;0;0;0;88;0
caml_MD5Transform;670;0;0;0;0;0;0
caml_MD5Init;7;0;0;0;0;0;0
caml_MD5Update;62;0;0;0;0;0;0
caml_MD5Final;41;0;0;0;0;0;0
caml_md5_channel;202;2;0;0;0;4184;0
caml_md5_chan;33;3;3;0;0;80;80
caml_md5_block;68;1;0;0;0;88;0
caml_obj_tag;19;0;0;0;0;0;0
caml_obj_set_tag;6;0;0;0;0;0;0
caml_obj_raw_field;6;0;0;0;0;0;0
caml_obj_set_raw_field;8;0;0;0;0;0;0
caml_obj_make_forward;6;0;0;0;0;0;0
caml_obj_block;31;0;0;0;0;0;0
caml_obj_with_tag;160;5;5;0;0;152;152
caml_obj_dup;8;0;0;0;0;0;0
caml_obj_truncate;53;0;0;0;0;0;0
caml_obj_add_offset;7;0;0;0;0;0;0
caml_lazy_make_forward;46;4;4;0;0;144;144
caml_get_public_method;33;0;0;0;0;0;0
caml_set_oo_id;8;0;0;0;0;0;0
caml_fresh_oo_id;4;0;0;0;0;0;0
caml_int_as_pointer;2;0;0;0;0;0;0
caml_lex_engine;117;0;0;0;0;0;0
caml_new_lex_engine;244;0;0;0;0;0;0
caml_callbackN_exn;118;0;0;0;0;0;0
caml_callback_exn;8;1;0;0;0;8;0
caml_callback2_exn;10;1;0;0;0;16;0
caml_callback3_exn;12;1;0;0;0;24;0
caml_callback;9;1;0;0;0;8;0
caml_callback2;11;1;0;0;0;16;0
caml_callback3;13;1;0;0;0;24;0
caml_callbackN;3;0;0;0;0;0;0
caml_register_named_value;52;0;0;0;0;0;0
caml_named_value;34;0;0;0;0;0;0
caml_iterate_named_values;18;0;0;0;0;0;0
caml_debugger_init;81;0;0;0;0;0;0
open_connection;46;0;0;0;0;0;0
caml_debugger_saved_instruction;9;1;0;0;0;8;0
caml_debugger_code_unloaded;46;0;0;0;0;0;0
caml_debugger;649;13;0;0;0;104;0
safe_output_value;25;1;1;0;0;200;200
caml_debugger_cleanup_fork;7;0;0;0;0;0;0
caml_ephemeron_num_keys;6;0;0;0;0;0;0
caml_ephemeron_create;94;0;0;0;0;0;0
caml_ephe_create;96;0;0;0;0;0;0
caml_weak_create;96;0;0;0;0;0;0
caml_ephemeron_set_key;103;0;0;0;0;0;0
caml_ephe_set_key;3;0;0;0;0;0;0
caml_ephemeron_unset_key;46;0;0;0;0;0;0
caml_ephe_unset_key;47;0;0;0;0;0;0
caml_ephe_set_key_option;56;0;0;0;0;0;0
caml_weak_set;56;0;0;0;0;0;0
caml_ephemeron_set_data;70;0;0;0;0;0;0
caml_ephe_clean_partial;120;0;0;0;0;0;0
caml_ephe_set_data;2;0;0;0;0;0;0
caml_ephemeron_unset_data;5;0;0;0;0;0;0
caml_ephe_unset_data;5;0;0;0;0;0;0
caml_ephemeron_get_key;63;0;0;0;0;0;0
caml_ephe_get_key;53;4;3;0;0;88;80
caml_weak_get;53;4;3;0;0;88;80
caml_ephemeron_get_data;31;0;0;0;0;0;0
caml_ephe_get_data;73;3;3;0;0;80;80
caml_ephemeron_get_key_copy;193;2;2;0;0;72;72
caml_ephe_get_key_copy;53;4;3;0;0;88;80
caml_weak_get_copy;53;4;3;0;0;88;80
caml_ephemeron_get_data_copy;157;2;2;0;0;72;72
caml_ephe_get_data_copy;52;4;3;0;0;88;80
caml_ephemeron_key_is_set;44;0;0;0;0;0;0
caml_ephe_check_key;45;0;0;0;0;0;0
caml_weak_check;45;0;0;0;0;0;0
caml_ephemeron_data_is_set;15;0;0;0;0;0;0
caml_ephe_check_data;15;0;0;0;0;0;0
caml_ephemeron_blit_key;162;0;0;0;0;0;0
caml_ephe_blit_key;8;0;0;0;0;0;0
caml_weak_blit;8;0;0;0;0;0;0
caml_ephemeron_blit_data;77;0;0;0;0;0;0
caml_ephe_blit_data;2;0;0;0;0;0;0
caml_invert_root;36;0;0;0;0;0;0
caml_compact_heap;70;0;0;0;0;0;0
do_compaction;623;0;0;0;0;0;0
caml_compact_heap_maybe;82;0;0;0;0;0;0
caml_final_update_mark_phase;2;0;0;0;0;0;0
generic_final_update;174;0;0;0;0;0;0
caml_final_update_clean_phase;2;0;0;0;0;0;0
caml_final_do_calls_exn;56;0;0;0;0;0;0
caml_final_do_roots;49;0;0;0;0;0;0
caml_final_invert_finalisable_values;25;0;0;0;0;0;0
caml_final_oldify_young_roots;31;0;0;0;0;0;0
caml_final_update_minor_roots;201;0;0;0;0;0;0
caml_final_empty_young;5;0;0;0;0;0;0
caml_final_register;2;0;0;0;0;0;0
generic_final_register;74;0;0;0;0;0;0
caml_final_register_called_without_value;2;0;0;0;0;0;0
caml_final_release;7;0;0;0;0;0;0
caml_final_invariant_check;1;0;0;0;0;0;0
caml_alloc_custom;2;0;0;0;0;0;0
alloc_custom_gen;92;2;2;0;0;72;72
caml_alloc_custom_mem;19;0;0;0;0;0;0
caml_register_custom_operations;9;0;0;0;0;0;0
caml_find_custom_operations;17;0;0;0;0;0;0
caml_final_custom_operations;34;0;0;0;0;0;0
caml_init_custom_operations;33;0;0;0;0;0;0
caml_build_primitive_table;162;1;1;0;0;144;144
caml_build_primitive_table_builtin;15;0;0;0;0;0;0
caml_free_shared_libs;15;0;0;0;0;0;0
caml_dynlink_open_lib;18;0;0;0;0;0;0
caml_dynlink_close_lib;4;0;0;0;0;0;0
caml_dynlink_lookup_symbol;12;0;0;0;0;0;0
caml_dynlink_add_primitive;7;0;0;0;0;0;0
caml_dynlink_get_current_libs;54;2;2;0;0;72;72
caml_setup_afl;121;7;1;0;0;32;4
caml_reset_afl_instrumentation;7;0;0;0;0;0;0
caml_read_fd;14;0;0;0;0;0;0
caml_write_fd;18;0;0;0;0;0;0
caml_decompose_path;22;0;0;0;0;0;0
caml_search_in_path;43;1;1;0;0;144;144
caml_search_exe_in_path;31;1;0;0;0;16;0
caml_search_dll_in_path;4;0;0;0;0;0;0
caml_dlopen;4;0;0;0;0;0;0
caml_dlclose;2;0;0;0;0;0;0
caml_dlsym;2;0;0;0;0;0;0
caml_globalsym;2;0;0;0;0;0;0
caml_dlerror;2;0;0;0;0;0;0
caml_read_directory;24;0;0;0;0;0;0
caml_executable_name;47;1;1;0;0;144;144
caml_secure_getenv;2;0;0;0;0;0;0
caml_num_rows_fd;12;1;1;0;0;8;8
caml_ba_finalize;31;0;0;0;0;0;0
caml_ba_compare;327;0;0;0;0;0;0
caml_ba_hash;195;0;0;0;0;0;0
caml_ba_serialize;126;0;0;0;0;0;0
caml_ba_deserialize;123;0;0;0;0;0;0
caml_ba_num_elts;16;0;0;0;0;0;0
caml_ba_byte_size;23;0;0;0;0;0;0
caml_ba_alloc;216;1;1;0;0;128;128
caml_ba_alloc_dims;89;2;1;0;0;152;24
caml_ba_create;39;1;0;0;0;128;0
caml_ba_get_N;185;1;0;0;0;128;0
caml_ba_get_1;4;1;0;0;0;8;0
caml_ba_get_2;10;1;0;0;0;16;0
caml_ba_get_3;12;1;0;0;0;24;0
caml_ba_get_generic;7;0;0;0;0;0;0
caml_ba_uint8_get16;26;0;0;0;0;0;0
caml_ba_uint8_get32;37;0;0;0;0;0;0
caml_ba_uint8_get64;61;0;0;0;0;0;0
caml_ba_set_1;4;1;0;0;0;8;0
caml_ba_set_aux;168;1;0;0;0;128;0
caml_ba_set_2;10;1;0;0;0;16;0
caml_ba_set_3;12;1;0;0;0;24;0
caml_ba_set_N;6;0;0;0;0;0;0
caml_ba_set_generic;6;0;0;0;0;0;0
caml_ba_uint8_set16;25;0;0;0;0;0;0
caml_ba_uint8_set32;41;0;0;0;0;0;0
caml_ba_uint8_set64;63;0;0;0;0;0;0
caml_ba_num_dims;6;0;0;0;0;0;0
caml_ba_dim;16;0;0;0;0;0;0
caml_ba_dim_1;12;0;0;0;0;0;0
caml_ba_dim_2;12;0;0;0;0;0;0
caml_ba_dim_3;12;0;0;0;0;0;0
caml_ba_kind;7;0;0;0;0;0;0
caml_ba_layout;7;0;0;0;0;0;0
caml_ba_slice;660;6;6;0;0;280;280
caml_ba_change_layout;259;6;6;0;0;280;280
caml_ba_sub;199;6;6;0;0;160;160
caml_ba_blit;96;3;3;0;0;80;80
caml_ba_fill;972;2;2;0;0;72;72
caml_ba_reshape;182;6;5;0;0;280;152
main;3;0;0;0;0;0;0
th_ctx_iter_default;3;0;0;0;0;0;0
caml_memprof_set_suspended;48;0;0;0;0;0;0
rand_geom;100;0;0;0;0;0;0
caml_memprof_renew_minor_sample;31;0;0;0;0;0;0
caml_memprof_handle_postponed_exn;608;0;0;0;0;0;0
caml_memprof_oldify_young_roots;24;1;1;0;0;16;16
entry_array_oldify_young_roots;18;0;0;0;0;0;0
call_on_entry_array;8;0;0;0;0;0;0
caml_memprof_minor_update;78;1;1;0;0;16;16
entry_array_minor_update;52;0;0;0;0;0;0
caml_memprof_do_roots;24;1;1;0;0;16;16
entry_array_do_roots;17;0;0;0;0;0;0
caml_memprof_update_clean_phase;66;1;1;0;0;16;16
entry_array_clean_phase;44;0;0;0;0;0;0
caml_memprof_invert_tracked;23;1;1;0;0;16;16
entry_array_invert;16;0;0;0;0;0;0
caml_memprof_track_alloc_shr;148;0;0;0;0;0;0
caml_memprof_track_custom;143;0;0;0;0;0;0
caml_memprof_track_young;706;0;0;0;0;0;0
caml_memprof_track_interned;173;0;0;0;0;0;0
caml_memprof_start;141;4;4;0;0;88;88
caml_memprof_stop;25;0;0;0;0;0;0
th_ctx_memprof_stop;16;0;0;0;0;0;0
caml_memprof_new_th_ctx;16;0;0;0;0;0;0
caml_memprof_delete_th_ctx;33;0;0;0;0;0;0
caml_memprof_leave_thread;2;0;0;0;0;0;0
caml_memprof_enter_thread;5;0;0;0;0;0;0
caml_init_domain;46;0;0;0;0;0;0
caml_skiplist_init;3;0;0;0;0;0;0
caml_skiplist_find;41;0;0;0;0;0;0
caml_skiplist_find_below;45;0;0;0;0;0;0
caml_skiplist_insert;231;1;0;0;0;136;0
caml_skiplist_remove;86;1;0;0;0;136;0
caml_skiplist_empty;25;0;0;0;0;0;0
caml_register_code_fragment;34;0;0;0;0;0;0
caml_remove_code_fragment;10;0;0;0;0;0;0
caml_find_code_fragment_by_pc;21;2;0;0;0;16;0
caml_find_code_fragment_by_num;11;1;0;0;0;8;0
caml_digest_of_code_fragment;18;0;0;0;0;0;0
caml_find_code_fragment_by_digest;31;0;0;0;0;0;0
caml_interprete;3098;2;2;0;0;208;208
caml_gc_message;18;1;1;0;0;24;24
caml_fatal_error;20;1;1;0;0;24;24
caml_ext_table_init;11;0;0;0;0;0;0
caml_ext_table_add;30;0;0;0;0;0;0
caml_ext_table_remove;40;0;0;0;0;0;0
caml_ext_table_clear;21;0;0;0;0;0;0
caml_ext_table_free;25;0;0;0;0;0;0
caml_runtime_warnings_active;11;0;0;0;0;0;0
caml_init_code_fragments;5;0;0;0;0;0;0
caml_load_code;57;0;0;0;0;0;0
caml_init_opcode_nargs;133;0;0;0;0;0;0
caml_thread_code;42;0;0;0;0;0;0
caml_set_instruction;10;0;0;0;0;0;0
caml_is_instruction;11;0;0;0;0;0;0
caml_init_atom_table;41;1;0;0;0;8;0
caml_parse_ocamlrunparam;611;36;36;0;0;90;90
caml_startup_aux;15;0;0;0;0;0;0
caml_shutdown;28;0;0;0;0;0;0
caml_attempt_open;74;1;0;0;0;2;0
caml_read_section_descriptors;42;0;0;0;0;0;0
caml_seek_optional_section;31;0;0;0;0;0;0
caml_seek_section;33;0;0;0;0;0;0
caml_main;360;2;0;0;0;32;0
error;12;1;1;0;0;24;24
caml_startup_code_exn;61;0;0;0;0;0;0
caml_startup_code;22;0;0;0;0;0;0
nf_allocate;89;0;0;0;0;0;0
nf_init_merge;3;0;0;0;0;0;0
nf_merge_block;105;0;0;0;0;0;0
nf_add_blocks;66;0;0;0;0;0;0
nf_make_free_blocks;23;0;0;0;0;0;0
caml_set_allocation_policy;18;0;0;0;0;0;0
bf_allocate;139;0;0;0;0;0;0
ff_allocate;364;1;0;0;0;8000;0
bf_init_merge;38;0;0;0;0;0;0
ff_init_merge;3;0;0;0;0;0;0
bf_reset;59;0;0;0;0;0;0
ff_reset;5;0;0;0;0;0;0
nf_reset;4;0;0;0;0;0;0
bf_merge_block;145;0;0;0;0;0;0
ff_merge_block;127;0;0;0;0;0;0
bf_add_blocks;54;0;0;0;0;0;0
ff_add_blocks;102;0;0;0;0;0;0
bf_make_free_blocks;67;0;0;0;0;0;0
ff_make_free_blocks;23;0;0;0;0;0;0
bf_insert_block;178;2;0;0;0;16;0
bf_remove;177;1;0;0;0;8;0
bf_allocate_from_tree;276;1;0;0;0;8;0
caml_fl_reset_and_switch_policy;23;0;0;0;0;0;0
ff_init;5;0;0;0;0;0;0
bf_init;37;0;0;0;0;0;0
nf_init;4;0;0;0;0;0;0
caml_darken;43;0;0;0;0;0;0
mark_stack_push;184;3;1;0;0;160;144
caml_shrink_mark_stack;16;0;0;0;0;0;0
caml_major_collection_slice;359;0;0;0;0;0;0
mark_slice;275;1;1;0;0;8;8
clean_slice;167;0;0;0;0;0;0
sweep_slice;56;0;0;0;0;0;0
mark_slice_darken;113;0;0;0;0;0;0
caml_finish_major_cycle;39;0;0;0;0;0;0
caml_clip_heap_chunk_wsz;15;0;0;0;0;0;0
caml_init_major_heap;90;0;0;0;0;0;0
caml_set_major_window;170;0;0;0;0;0;0
caml_finalise_heap;21;0;0;0;0;0;0
caml_alloc_minor_tables;31;0;0;0;0;0;0
caml_alloc_table;38;0;0;0;0;0;0
caml_alloc_ephe_table;38;0;0;0;0;0;0
caml_alloc_custom_table;38;0;0;0;0;0;0
caml_set_minor_heap_size;130;1;0;0;0;8;0
caml_empty_minor_heap;248;0;0;0;0;0;0
caml_oldify_one;254;0;0;0;0;0;0
caml_oldify_mopup;178;0;0;0;0;0;0
caml_gc_dispatch;48;0;0;0;0;0;0
caml_alloc_small_dispatch;85;0;0;0;0;0;0
caml_check_urgent_gc;81;2;2;0;0;72;72
caml_minor_collection;42;0;0;0;0;0;0
caml_realloc_ref_table;3;0;0;0;0;0;0
realloc_generic_table;94;0;0;0;0;0;0
caml_realloc_ephe_ref_table;3;0;0;0;0;0;0
caml_realloc_custom_table;3;0;0;0;0;0;0
caml_oldify_local_roots;65;0;0;0;0;0;0
caml_darken_all_roots_start;67;0;0;0;0;0;0
caml_do_roots;67;0;0;0;0;0;0
caml_darken_all_roots_slice;1;0;0;0;0;0;0
caml_do_local_roots_byt;50;0;0;0;0;0;0
caml_register_global_root;3;0;0;0;0;0;0
caml_remove_global_root;3;0;0;0;0;0;0
caml_register_generational_global_root;27;0;0;0;0;0;0
caml_remove_generational_global_root;29;0;0;0;0;0;0
caml_modify_generational_global_root;91;0;0;0;0;0;0
caml_scan_global_roots;37;0;0;0;0;0;0
caml_scan_global_young_roots;37;0;0;0;0;0;0
caml_add_debug_info;52;2;2;0;0;72;72
process_debug_events;218;6;6;0;0;160;160
cmp_ev_info;41;0;0;0;0;0;0
caml_remove_debug_info;52;3;3;0;0;80;80
caml_alloc_backtrace_buffer;8;0;0;0;0;0;0
caml_stash_backtrace;75;0;0;0;0;0;0
caml_next_frame_pointer;54;0;0;0;0;0;0
caml_collect_current_callstack;94;0;0;0;0;0;0
caml_init_debug_info;55;2;2;0;0;72;72
caml_load_main_debug_info;10;0;0;0;0;0;0
read_main_debug_info;142;6;4;0;0;120;88
caml_debug_info_available;4;0;0;0;0;0;0
caml_debug_info_status;10;0;0;0;0;0;0
caml_debuginfo_location;116;0;0;0;0;0;0
caml_debuginfo_extract;1;0;0;0;0;0;0
caml_debuginfo_next;1;0;0;0;0;0;0
